,Video ID,Video Uploader,Interval between YouTube Establishment and Video Upload,Video Category,Video Length,Number of Views,Rating on the Video,Number of Ratings,Number of Comments,Related Video IDs,Number of Related Videos,Video Popularity
69,N1RMCuIUB9c,NettwerkMusic,563,Music,190,288213,4.84,1051,654,"8Klisq0LQk4,2T9GdPua8YM,TPUZqcibh4E,4GJOV5X1Ipo,c4wcKc6uv5s,clhOnZRrmXc,16s-pJs69UU,nUPvegiXSFc,FZK4BRN6D9w,MaE1kowuCBQ,YcrQGZ3U91E,kHKefMuCqlk,68dFe1jnlpg",13,289922.84
70,FZK4BRN6D9w,AREQCFC,851,People & Blogs,365,117139,4.8,272,211,"MaE1kowuCBQ,kHKefMuCqlk,51Zu3wV3Xbc,FbheGmf7Wbc,3ds7V085k7g,Aj7v0LzSsMQ,0cHXHWf0qEQ,pM3GHI5xR9U,94Wq_XPU-Os,2ibL1TbN1Mk,kGBOyv3l2qM,clhOnZRrmXc,5QGjFEyRkqU",13,117626.8
71,pM3GHI5xR9U,savas82,458,Sports,194,732199,4.69,1457,434,"kHKefMuCqlk,E2Mmw9f6jwQ,gKIVhcbXwG4,aRQSpYCrEfQ,clhOnZRrmXc,MaE1kowuCBQ,8l6XCrhoFCU,IPpybblQsrU,gUksD0sGfPg,7WPVPAQZnMA,mtlG0ImS3QI,5d0vzbL7J44,FZK4BRN6D9w",13,734094.69
72,3ds7V085k7g,tottigol1020,390,Sports,182,702596,4.5,617,655,"yQXHaY4knMs,BTlwR-Ag5L0,cnzKK0WcoI8,_tFdTp_qanE,T-V_rxfQJhw,0cHXHWf0qEQ,2nM90dPW7mg,N6O9aa5lQMs,kHKefMuCqlk,FZK4BRN6D9w,VJMmSJmJFrM,ajkXybb8fuE,tUjMOeyIGAY",13,703872.5
73,clhOnZRrmXc,ped666,527,Music,230,2135635,4.8,3747,1856,"TPUZqcibh4E,2ibL1TbN1Mk,f1Bs9_k3kVc,sa0QyRfki4E,pM3GHI5xR9U,GeBgHzcvihg,3t8GdtYdRk0,MaE1kowuCBQ,Uq-qasYIhWE,FJETon8XRxY,E2Mmw9f6jwQ,DDHqeuK83H4,0Ht6CLv-sVc",13,2141242.8
74,TPUZqcibh4E,daRangers,613,Music,225,1102105,4.82,2608,1324,"f1Bs9_k3kVc,clhOnZRrmXc,GeBgHzcvihg,3t8GdtYdRk0,Uq-qasYIhWE,FJETon8XRxY,N1RMCuIUB9c,dN74fJ0e2xQ,PKxGfLo7Cqo,Bt2we84GKws,DDHqeuK83H4,0Ht6CLv-sVc,-bENB-QFu_k",13,1106041.82
75,OIxgw04Y0Fc,Veracifier,1088,News & Politics,113,96500,4.34,216,823,"nmFJ-VQNe5Q,o2St8qoXx1g,lGlXrdLJ4iw,vcdgtRZod-0,JMwnheWpDn0,VzRQxxldBvk,5go4xnQRcxc,HAIwtmbZfBI,zU2ZPRn9ENo,Ls3-lY_0wYI,fT8hLP0Ti_M,tkGqdViz0bQ,V92CbMElY6c",13,97543.34
76,13YOGHzzoMA,360Gamerz,1117,Sports,594,83803,4.81,185,232,"F8AKFKBlkT8,6o5RBc4W8A0,Qz6y3uWAJl0,O86JIVM6gcU,o-srOj1KIkg,7d_sjcMjeOo,uEB3cAGoDeI,vLXSKtim6vc,QGHGbVrNcuk,wE_Q9Z7OgIk,rbaV2T65MdA,fDnBe2ExcBk,SufJjfmMtsQ",13,84224.81
77,16s-pJs69UU,Naimahdancer,476,Entertainment,215,111214,4.62,339,118,"6yAyDK9L2fw,UHyYjCE4uY4,BCMSmfXh624,N1RMCuIUB9c,WowwvHt9GEo,Q5d-ChSz1aY,clhOnZRrmXc,XoqKpdWGmbA,4S6F26Mfv8I,MmcDqpTgge4,2ibL1TbN1Mk,acpNX9G2GWI,3RtFgo2-NWk",13,111675.62
78,kHKefMuCqlk,minidaul,386,Sports,222,826140,4.63,772,651,"aZrlxxTfXi8,Sic9iP-_bPA,MaE1kowuCBQ,MxDFpdNiLi0,-3hWIplHVeE,FZK4BRN6D9w,HeGdc_kUXRc,5QGjFEyRkqU,npGqKpgHv-U,3ds7V085k7g,0cHXHWf0qEQ,94Wq_XPU-Os,4YKgMbcfjz8",13,827567.63
79,1A1thQqUvAI,colleenblueblue,479,Music,289,48360,4.75,44,18,"H3uUm5L_cBA,Zqydhl1TGU4,G7t2jrVoGc0,91g9xqh4qU0,ViN0es0X_Jg,fAZATua1HCA,vhH6AfWMEwc,hQTGN2jiGi0,_AAp9l5FbmU,synSiDtKmMc,IQJp9YFxB-U,JseewVp0_50,N1RMCuIUB9c",13,48426.75
80,awVJCNMw1To,JessCLevengood,1004,Music,367,71376,4.83,207,253,"R14VRaaBFNM,Cne6pwjyQVk,wrWamyL4Azc,mPAeOlTvcmo,-ejKyQlwIaI,vUiLjtPtcmQ,mo3FQ4iBSpc,FOchEMY1K3w,fHA5SyyiU38,sd0C_Us31kk,_grJcfnCdMM,XrSsWqOxi2c,jJ3Jc6dxJ38",13,71840.83
81,FJETon8XRxY,ped666,490,Music,209,105878,4.71,307,183,"xrS7V7aFves,-bENB-QFu_k,i4JvvSg7TVM,pKQK8rYZNHY,3t8GdtYdRk0,JkYc7ckBAHU,tQFTOMxzZDs,GeBgHzcvihg,clhOnZRrmXc,ZN3nwA5K5ro,o-oyv1yuxdQ,f1Bs9_k3kVc,Usam0gtxGIc",13,106372.71
82,3t8GdtYdRk0,HalfaZoul,675,Music,120,2657650,4.48,3552,2714,"IUbh_FCo8QU,nFvASjWaF3I,PCSEEK6IpyU,pcIF7-VFrs8,AfPVSUOCHcI,eoPl0XoQguQ,XTzV7NFhQRM,76bQDCwJ318,_4bX5LyC6vw,KEMLhpPJ9C4,womFrEzka4A,sdoAhvjUDGg,SnfbEU5wUHg",13,2663920.48
83,o5t3PwKccOo,EEntertainmentTV,447,Entertainment,200,140901,4.84,297,130,"jsT5zPJ2huE,OxahEorLDyA,S4Xr4O9rjo0,4RFZdBnzmTk,xS4EQtElYc4,msEBnNSSKMU,9YxF3dHDabc,LtBJx2AC6ac,DnIVrQ-CkpM,ru7YY0aatKc,kV14NVNulK0,IK7KbaSGl0I,cz1S_B0-z0k",13,141332.84
84,ype6Hw_Hmjo,25thNovember1970,1006,Music,306,14332,4.92,60,46,"vuGMKPf-g6Y,hR5A9rG8NWk,DcQUD9EmOZA,daFgAYAH4F4,CezaEv2COuo,EM7sMHXQM08,uE_mjTF6Uqo,NziBR8I4c48,_KiU5P4ihIQ,2T5GWmkTYO8,2K_n_ChC8NI,1Rp_ZDn7VTk,yNuafX6vAWI",13,14442.92
85,ylzerQfIMn4,mrpregnant,511,Comedy,240,92079,4.25,528,384,"5l5sPmBTHKw,K9nklcXao70,WBvPOYgIxcU,rTeS5MGhi_k,eOwKZ-F2xsI,eouQoMppHnQ,oIw6F0PE6uU,i-QTc3V4PEY,_dTZePy1p44,5EUq0X6uxe4,tSCykJ4YlIs,mgZcf58Z9hQ,DpQkJ2T7zrc",13,92995.25
86,2sigtR16STI,mrpregnant,592,Comedy,202,174514,2.84,842,602,"i3x4C1fJcUk,wqEvEr8xahg,qkrvYnNpQm4,fu_a9COE_aQ,0F9q6TMUmQ4,oh4VOugJDVM,WBvPOYgIxcU,cEYSrUyhKnk,9js0dD8Kbrw,4noZTx8UIXE,Rr9tybZVK_8,Gx2Ap3R81-Y,YgbpV_5PXBk",13,175960.84
87,uAZ7Cop0t8U,mrpregnant,890,Comedy,144,30395,4.09,440,719,"MsIq2uRhsgY,oT9wVnO7ScU,E5zfoUvct9g,33Hi5HebPrA,_dTZePy1p44,eOwKZ-F2xsI,MaqlOuYcQKU,Jbfn6OxuR5g,VW092Pmg9H8,ET7p5OvdkPM,DpQkJ2T7zrc,yF4gnagV4gs,T-DT1M75xLg",13,31558.09
88,im7IorDZ9uY,mrpregnant,507,Comedy,294,442233,4.56,2793,1930,"yq3IHdBxTF0,KQXebXAgmGo,QauWqoK38oo,1c98iG1dJB4,i3x4C1fJcUk,2mAEyuQbybs,JD_3auRSJK8,F-4QKDoLBWI,Uk-9EMPVhgw,hwf25UQGvIU,_hp1IHk6HPM,og4vSwG0DqU,vK4zrqp1yS8",13,446960.56
89,#NAME?,mrpregnant,585,Comedy,317,54841,4.17,492,355,"8QJYvI-xpmI,K9nklcXao70,_dTZePy1p44,HiWNCTe8p0s,AqJGWmmL_VU,gJsZAzgcPL8,D5AFCzfuGE8,fuElHB54o2U,eOwKZ-F2xsI,xv9ZDgvQCk4,rTeS5MGhi_k,zEhnSiGKrvw,e1YUMftseAg",13,55692.17
90,GJZL0XVUnRE,mrpregnant,1102,Comedy,186,12615,4.39,257,200,"J5z4Vs26-TI,6g0XGKuC-ek,bzVy77JZX9U,mgZcf58Z9hQ,52zSRV_Kgfw,i3x4C1fJcUk,T8kFNHKaaMQ,uSmwJ6OgWko,pqhlG9qYsR8,7TXjtbl2y3U,HH5fwX2nB94,3Kf1tMO8HRg,kk0PF_rBP2c",13,13076.39
91,ha0gjt-r2Tc,mrpregnant,509,Comedy,313,33427,4.55,614,324,"x5KQaO_actQ,mgZcf58Z9hQ,WBvPOYgIxcU,BWOKOXpLytg,i3x4C1fJcUk,E5zfoUvct9g,DUaBTJR5Bic,oIw6F0PE6uU,8r6tr06lCL4,JD_3auRSJK8,0eszqDVCoHQ,oh4VOugJDVM,jvWiGS6bt94",13,34369.55
92,bzVy77JZX9U,mrpregnant,1077,Comedy,256,126333,4.08,675,1450,"J5z4Vs26-TI,6g0XGKuC-ek,mgZcf58Z9hQ,JSy1aP5hv8M,1OErkBJ8Ha4,52zSRV_Kgfw,pqhlG9qYsR8,7TXjtbl2y3U,1piuJzS7H-4,uSmwJ6OgWko,WAKLyOVpMXk,qZ9zBOWJrSs,miBQIjfIiLw",13,128462.08
93,i-QTc3V4PEY,mrpregnant,505,Comedy,69,12683,4.28,252,44,"ylzerQfIMn4,K4WaS6tZo6Y,mgZcf58Z9hQ,3rG2cDZn4Aw,C0VoCV5F6jw,oIw6F0PE6uU,1c98iG1dJB4,ha0gjt-r2Tc,MWn0lxRNqos,m5lnavfxZWo,K9nklcXao70,tSCykJ4YlIs,H6O7FZ-Rrbg",13,12983.28
94,qkrvYnNpQm4,mrpregnant,541,Comedy,932,160465,4.54,1294,2011,"Ir2LQGwapIg,wj8HrEoEnes,i3x4C1fJcUk,y3Ui4WzuY9M,PwOX1Osz09w,miBQIjfIiLw,0uv6wU83k0o,jwpO-nnFY9g,F-4QKDoLBWI,plQpLPy1eao,0eszqDVCoHQ,_vzGovUij2k,_dTZePy1p44",13,163774.54
95,vK4zrqp1yS8,mrpregnant,763,Comedy,419,200489,4.18,1391,1615,"3rG2cDZn4Aw,K4WaS6tZo6Y,mgZcf58Z9hQ,oh4VOugJDVM,bzVy77JZX9U,oIw6F0PE6uU,0GISY0A395w,im7IorDZ9uY,hwf25UQGvIU,WAKLyOVpMXk,2mAEyuQbybs,zlH1BxaitEI,DUaBTJR5Bic",13,203499.18
96,ffOY69kjeSU,breLloydvrnsst,1135,Comedy,45,387,1.3,53,22,"yp-i6L_NRPM,wUsG23QyaCk,mRHGKGRlz-Q,wKXAEVO4htE,HUOHibEbzHE,LW78tWxjdPA,Np2JTCX6H40,4RqiI4JdGJE,h2maEE7yodQ,y_2jJS_BAh8,cRT3tV9VdbU,i-6IDRAFUtw,S-6sdlftpv8",13,463.3
97,yp-i6L_NRPM,AndaleTheGreat41,1135,Comedy,14,221,1.56,32,7,"ffOY69kjeSU,wUsG23QyaCk,mRHGKGRlz-Q,wKXAEVO4htE,HUOHibEbzHE,LW78tWxjdPA,Np2JTCX6H40,4RqiI4JdGJE,h2maEE7yodQ,y_2jJS_BAh8,cRT3tV9VdbU,i-6IDRAFUtw,S-6sdlftpv8",13,261.56
98,wUsG23QyaCk,davoodnpussy,1135,Comedy,47,251,1.47,51,19,"ffOY69kjeSU,yp-i6L_NRPM,mRHGKGRlz-Q,wKXAEVO4htE,HUOHibEbzHE,LW78tWxjdPA,Np2JTCX6H40,4RqiI4JdGJE,h2maEE7yodQ,y_2jJS_BAh8,cRT3tV9VdbU,i-6IDRAFUtw,S-6sdlftpv8",13,322.47
99,mRHGKGRlz-Q,JamesNintendoNerd,1099,Comedy,57,195618,4.86,2469,1581,"MKKK6FH1vGw,LW78tWxjdPA,4SKIOZa8ljg,hISLqddyvYw,wi1GWXvzhxQ,XjUz8IT0CYg,HUOHibEbzHE,CTVvok4S_9E,MYDuy7wM8Gk,fLc-_KQQNQM,QEjmsIQIy9s,4RqiI4JdGJE,wn59uDlvmCo",13,199672.86
100,wKXAEVO4htE,arthurhapsody,870,Entertainment,425,29972,4.77,214,107,"Np2JTCX6H40,E7OKDwX4Auw,HUOHibEbzHE,kGpviK7Lu20,7SoY71jLpEE,h2maEE7yodQ,4RqiI4JdGJE,MMUmZPdOs_o,nfJ_8C36xx0,mRHGKGRlz-Q,KWJv1vvtPao,y_2jJS_BAh8,zf1WzcOl79Y",13,30297.77
101,HUOHibEbzHE,Jirron,845,Music,111,86731,4.69,447,290,"LUmpN3CKyaY,VMiR3w2aWwY,r1yB0FgdZ9M,LvxiK2Lxb4s,iYoDeB7yeAY,dcJstH0QU9M,Np2JTCX6H40,wKXAEVO4htE,JqwSat9duxw,HqKjEROuYSw,h2maEE7yodQ,6NRctZ1C19g,Nq9LXBhWK9E",13,87472.69
102,4RqiI4JdGJE,JamesNintendoNerd,1071,Comedy,37,127743,4.77,1235,785,"bab2zBFeKjQ,sS90w87VxPQ,CTVvok4S_9E,nfJ_8C36xx0,wi1GWXvzhxQ,mRHGKGRlz-Q,UbdZUx6TydY,s0KuesK9RFk,p8KBySFKF8o,XjUz8IT0CYg,9EDbSUzNPeE,3_rYvu7RrYU,HUOHibEbzHE",13,129767.77
103,LW78tWxjdPA,JamesNintendoNerd,1114,Comedy,54,92279,4.87,1446,746,"7KQ15QPbsgg,mRHGKGRlz-Q,qNfNkAp5HIM,QMI5UFNCHPU,xvr_2Pz9YiI,XjUz8IT0CYg,6tLzzFauQS4,4RqiI4JdGJE,5JjoIGw-Pv0,6exm2Hi28Xw,l7CxepiNMqE,wi1GWXvzhxQ,X-ZULpr8m5o",13,94475.87
104,Np2JTCX6H40,MasterOfCards,884,Entertainment,200,75198,4.48,631,571,"Bb0Ty41jWxQ,E7OKDwX4Auw,m0cko_6NZsg,7SoY71jLpEE,wKXAEVO4htE,HUOHibEbzHE,kGpviK7Lu20,0ktjiExyHXg,x6nLjUaAKLA,LzLdPYu3RLQ,xKkLcZUzctY,_vxU5yioDdA,mwf6d9PrNVs",13,76404.48
105,h2maEE7yodQ,JamesNintendoNerd,1009,Entertainment,205,168148,4.81,2290,1465,"54QMnbDdMGI,yJosEn-B-Bg,IPUmAd50o5k,tYO5bvJ5slY,x_SETzKiC2s,nfJ_8C36xx0,HUOHibEbzHE,oeyDkulK6lA,wKXAEVO4htE,Np2JTCX6H40,A_0GygcNUC4,IWTFn3maSn4,XjUz8IT0CYg",13,171907.81
106,p3KqyCDaH28,fabsbento,1123,Comedy,545,949,5,8,5,"tMVEsbSL7kM,fRHzORVWaX0,YQnqHYTTr18,szEEY3iLyUs,vuNFX0ay8rQ,u4bX1Etrvvc,YSJWn2RfJiU,6Kl5C1nJFeU,u0Fz7R0SE-Q,HUbU7RNY1y4,41p-SCs3WFw,85GYp1FaXjM,JFs3c_obTys",13,967
107,y_2jJS_BAh8,DukeNukem3DO,1029,Entertainment,324,7895,3.86,90,65,"E532ORgkTZM,z8i_rr4ZbsU,1tY9EFT10sU,m2IkkkfAc9k,HUOHibEbzHE,Np2JTCX6H40,FHDdDn7jVcg,7SoY71jLpEE,YkPSzYc7JHU,dFwS6n9wCYY,h2maEE7yodQ,nfJ_8C36xx0,E7OKDwX4Auw",13,8053.86
108,cRT3tV9VdbU,cloud8745,1121,People & Blogs,508,6378,4.62,253,131,"ehPZAxy3BAE,vBbnYdVaj8E,K_WV4VQichw,CjAsFkLInwY,wKXAEVO4htE,eQ6csbN16PQ,LbEQ5fU-0js,Do4sr_5twIM,Z7Bzn8FZWBc,xvr_2Pz9YiI,McBdFs7KQic,8QcfcPQfNoE,cO6bd4DyBiw",13,6766.62
109,i-6IDRAFUtw,UL05ST,1055,Music,172,4483,4.35,20,19,"f6ZXH17ac8c,kIUqrcGlcDY,PGxhCb3CBX4,nKQtYfMCWk8,dZMZ6u0wtto,XjUz8IT0CYg,h_cH7qZzyJI,QKwf_mNqw8Q,9mupyfGBE0Y,qVBerX6Dzmc,r5NhW2PzUJU,3p713bNaO4A,aXjOKD6R1fs",13,4526.35
110,S-6sdlftpv8,DinnerItBurns,1067,Comedy,595,5399,4.6,72,55,"NCeVW_oevvM,4qZp9MJhBwA,HUOHibEbzHE,wKXAEVO4htE,Np2JTCX6H40,TpNY3BY8jQk,y_2jJS_BAh8,4RqiI4JdGJE,kGpviK7Lu20,MMUmZPdOs_o,h2maEE7yodQ,mRHGKGRlz-Q,44LOjtXzxyE",13,5530.6
111,K8OVhweDZKA,webjunkpoop,910,Comedy,399,20256,4.34,111,83,"rXk_oM11xdI,2_046ZiotfM,jGBDM9ixJj0,A9MoGZHTX7o,4qZp9MJhBwA,lb3YMOCg7Fk,Rbv5fIRiT5s,YA5hLPGOH4I,5sy9vhtsXXM,4k13DnXYsVw,HUOHibEbzHE,kGpviK7Lu20,wKXAEVO4htE",13,20454.34
112,E7OKDwX4Auw,JamesNintendoNerd,969,Comedy,706,175886,4.74,2989,1014,"3p713bNaO4A,44LOjtXzxyE,Np2JTCX6H40,MiQE_Lb801U,9rXmNpqWQhU,wKXAEVO4htE,u5v_cooNlBI,D2pDLJgdKBA,IPUmAd50o5k,A_0GygcNUC4,LkNvQYiM6bw,btHYmObdGKk,KWJv1vvtPao",13,179893.74
113,kGpviK7Lu20,vegeta273,876,Comedy,419,21913,4.64,182,153,"Np2JTCX6H40,LzLdPYu3RLQ,wKXAEVO4htE,rt0XgjYOh-0,x6nLjUaAKLA,HUOHibEbzHE,6V-_kUYgtpc,9S9hWndO5Ek,E7OKDwX4Auw,yQ0cLqdiDwc,tefMJN9EKUE,xUXKDiuNztY,MMUmZPdOs_o",13,22252.64
114,td00Xk6uUD8,vegeta273,906,Comedy,414,10347,4.73,108,98,"rt0XgjYOh-0,LzLdPYu3RLQ,Rbv5fIRiT5s,n8MyIATzutY,wKXAEVO4htE,Np2JTCX6H40,xUXKDiuNztY,6V-_kUYgtpc,ckmy_r6i9jk,E7OKDwX4Auw,zf1WzcOl79Y,h2maEE7yodQ,lNYpu6Hmvbk",13,10557.73
115,muaTrM7Ouxw,SonicXisnow2009,1095,Entertainment,597,736,5,4,2,"Ng8oK4usMtQ,4RqiI4JdGJE,GF7LE5U5cSg,FCYKjfyx5s4,9EDbSUzNPeE,yQ0cLqdiDwc,nLvdTL3kdtY,Z2QC1O8XQJI,MYDuy7wM8Gk,_vxU5yioDdA,S_Wmtu55fzM,ckmy_r6i9jk,JEjvu6xjUrI",13,747
116,yYc9bk2muyw,devttt,1135,News & Politics,407,392,4.07,30,10,"Rql5wjKhzZM,h8FMNtTw24o,huVb7FH87Wk,Oi0NB6ENnF4,pcfQ8GA063c,ou_b4qq1REU,uzv-gkiSjEk,xwGX5Fx7o8E,TR-ekaXzaWA,F76IkRohiow,EjN3bdvKGiw,qB_YqEk15e0,Hv3Yq3rpQB8",13,436.07
117,F76IkRohiow,2008freetibet,1131,News & Politics,131,1853,3.53,36,23,"96OMpigRXaM,xdXgwOu6kjo,zfyX-kMa_i0,FewCv5gHNDw,iret92RHbfg,QPlmKVScVGo,IzgVEsrl0XA,ftfKy0d_pcY,4w8G6N78flA,d538feLkFIs,yg5lq5L94FE,Tzc_GxNp6F0,VPxeM-_bwfg",13,1915.53
118,h8FMNtTw24o,cmforum,1127,News & Politics,178,19946,4.75,434,276,"VpfMnAayDc8,V1_KuZVrXGc,ep1XNOtSV0Y,DU-Hhv_Ve54,fx3XSKYzjeY,KUFn-H8U48g,Lz2X067WtMs,tblQi_74TbI,2CF5SI5EstE,h45-h-IiMCM,zb-Nah8xlZU,vXx466ufru4,m36iRlaWaLs",13,20660.75
119,TR-ekaXzaWA,Tibetan72,1135,News & Politics,407,100,4.64,11,4,"Hv3Yq3rpQB8,PFt7exWSJwQ,LtTmBrfujsA,dU74k7blQEc,czaYM2uTe40,Ncey6HM31jg,i9mxgAnCh3U,acHkXqik_Bo,P50VZcq2gaE,fl_pYKFKoAY,qvHG6_1NtVM,2lf7RnsOiyw,zUeL-9DV7o0",13,119.64
120,Oi0NB6ENnF4,journeymanpictures,996,News & Politics,1044,1856,3.11,19,17,"x9QNKB34cJo,7OvVbgDv4lc,bjTH3Eaqrr0,GJP1c9CssZI,KNOCTwm8D7c,ge5SEPvRUtI,tN85E3EBKnk,uA6jlvwrtns,LdJQzsc2has,BkMcj4vQtRU,zfnBVKrzX6Y,Cb83tR5WKC8,iiTTxaU3oAY",13,1895.11
121,huVb7FH87Wk,mayyoubekind,1132,News & Politics,433,807,1.7,40,23,"2vGxjtUyOY0,7kBaF0M6kAI,WpsSxsRv6Ao,qgmgceGYsZQ,sCGSEf7ZxpY,Y884r_7CMkU,lQG0OH3Rp5s,vpGQbi6T8Ok,b9_aiKjk0I4,5pamJcPq7TE,7H4QbtANWY4,osC3MEPG3tY,q68HehXsaeg",13,871.7
122,vv7jdRswKSM,sonamsam23,1127,News & Politics,250,1420,3.33,12,15,"GKR1v0QwXrM,2BbIGYfilKQ,-Dd4v9yA4FQ,gmQ7JNNYxAk,BoALbfYz3l0,zPvwb9SzXB4,jP2Qwk0npoU,ObCigAg-Tjk,U9M6_wxYCGw,19MKxCs_NMk,Mt4ATQ42wyk,Yix3cwoY0aY,80TTQx_8T6I",13,1450.33
123,ou_b4qq1REU,kgb23lyc,1119,News & Politics,64,1362,3.5,8,13,"S85OBduHuJY,-RojZ_QeBZM,uO9Qhzai0co,PSDktKWJXzc,A5PPw7Oo-pc,t6nb81TNyZs,PyjLFccIobQ,v0Wyu_uIiFg,Fr7Mwtaywr8,6s9tZLFr0SE,W85j-1a5VqE,ovvzSmbNvJ0,nZqK9ZIxXYM",13,1386.5
124,oG21V-JwWYs,UTEEngineer,1128,News & Politics,579,25430,4.27,494,596,"90hPLnWA4hs,x9QNKB34cJo,VP9E9hWt_SM,msB3E7Y20Ws,r4MB3BEAHfo,zBOI4_epNDA,ze2DVZF-Llg,-QTFxgIHHj0,FKi4MmGnWcY,fqvaDU6Zb0s,NMN-JZh6a5o,x61wxQuAGIY,rlJq1jYk8Iw",13,26524.27
125,uqoRF9bu8VI,squishydemon,1127,News & Politics,46,1021,3,4,16,"gE2YT2sATuQ,K9Y9jA68Mo8,o_uVLw88-Ak,x9QNKB34cJo,Fv90fr7mZBc,HoCLVeKVc5Q,fx3XSKYzjeY,InH6pB8W9-A,0iNFI2QXgig,gtD6I6xeaQ4,Pc6_LfA5BIw,McWSJ0elzN8,pJAx9CzIEac",13,1044
126,uzv-gkiSjEk,TAIYOWHALE,1124,News & Politics,156,20435,3.99,78,389,"L6XD5A7-Fqg,4CQbYVDBMHc,vrcv_AxuV70,xp5mAMrfvI8,7UKB0mUcJE8,npTRXr4Sgxg,CSlgA23LLjg,kTR541sDlIc,ge5SEPvRUtI,-ZT5mQLy5C4,s8Ow1loxpgg,usHuqPq7g5w,x9QNKB34cJo",13,20905.99
127,xwGX5Fx7o8E,HHK17,1133,News & Politics,599,211,3.33,12,14,"-hGzLRUTD50,BvBL4694TrA,tr46ApMFXzk,SfNfJ7NujCU,EjN3bdvKGiw,dU74k7blQEc,3ctrPH4ehR0,Ted0vr_tElc,bp2_lIOOUpM,pcfQ8GA063c,CarAncGLlIA,9TJnwmLcrzQ,cyiU5WcneBQ",13,240.33
128,#NAME?,sonamsam23,1127,News & Politics,122,634,3.8,10,14,"GKR1v0QwXrM,Yix3cwoY0aY,-jBHfSiPwLU,jP2Qwk0npoU,ftfKy0d_pcY,I3kqJZlapZg,Lc_Awxadx9U,gmQ7JNNYxAk,xdXgwOu6kjo,2BbIGYfilKQ,MAuKv6Qz7SY,jMlSOitu1T4,EOL310AIn8k",13,661.8
129,EjN3bdvKGiw,NewsRevue,1127,News & Politics,149,1458,3,7,33,"GJP1c9CssZI,wECK3U1ngP4,W0zBkFBySyI,TznqWdFUwS4,lFY1j8qs9mk,80TTQx_8T6I,hifaKrrRFtE,ftfKy0d_pcY,EOL310AIn8k,dLmelfjlLTo,-Dd4v9yA4FQ,rhP-MWXtAGA,x9QNKB34cJo",13,1501
130,pcfQ8GA063c,jijtube,1124,News & Politics,130,33998,3.72,129,671,"TudH4XKiQtI,GJP1c9CssZI,BNpqIVgLu4Q,c5laC0_eb9c,oxei39nu79Q,qB_YqEk15e0,okVHKDL6ZMQ,RqeThEVpDtc,6jQkRAod974,SNRuYz2LmjE,J51lG5lBeKc,bSV3UgfGFGU,1aSv9U9kPBQ",13,34801.72
131,qB_YqEk15e0,bharatamata,1126,News & Politics,129,4123,2.82,101,245,"hKcRTfpogAM,QUGTereCR1w,BPNQHq5-XTQ,x9QNKB34cJo,onB7pIT4mKo,y6O0SIlm-Bs,17DdYSwLH3A,bzi-4OG6QsE,xa9tU-muEms,nE5Luk224dU,iDdeW2qhZ2M,pc8UY801STw,HWizzsSkOh0",13,4471.82
132,O3SOfHiaLCc,FreeWingz,538,Comedy,414,1263,4.2,50,58,"kGAExfuGmps,5Dc8m-En6v8,ONKh6GW1AOY,uy-gHZwaeSY,fPa3UidqahM,W17QfZXYjM0,Sg_YBLPiBds,sKmO55JGL78,Jh2Ykind2z4,gkyEsuHmQSs,2m62o7R_5D4,gVAa9Iv3dH4,nI4XxIxjwt4",13,1375.2
133,PHf2g_4TyDY,Bigbrando99,998,Sports,131,4052,4.64,22,22,"wkFqZB4VRg0,1Oi-IvfsgXc,t5OHI-1KxXY,6nLo_sJvUO8,maC6ujdozSU,RLZG4X0SKeM,js2W5qmKxjc,G45G6Z_3i_I,F9swapyH_uc,4SFsguUVPq8,KTYwVy1fpHE,McUvirb9XGY,XoadS0I-7jw",13,4100.64
134,xQv4K2rO0O0,mrules45,962,Entertainment,43,600,2.25,12,12,"j6qU9xxnY9Y,PB_lvkfR9IM,pGq-YaDNGfQ,Hong6KCjcaI,X138m1JAEe4,UN4uAYP-Fdg,hKC7qKyHsGU,2Wd0diO4yjA,CPdNDQf5U2w,k4vaXBhV2-8,J1-u8MGzbbE,e5YKpqw23aE,WgSZikSsODI",13,626.25
135,bIP1V1u2q-E,bucksdotcom,1052,Sports,85,9191,5,19,16,"extWcLD-IIU,fVM6bOvpQXg,Cbe81FGYydg,NF1Q0c6uY-A,IYCfqkGYj-I,a_i21pVPid0,eFS2Pm4KOSg,T7OLaNA16cA,JAWFqXIAp3g,D6ZUEeXx-Ik,sIjRyvDW3hE,8N2pyZGYiWY,fUCguV4V6HY",13,9231
136,zokUPp_nj_c,ksalinda,707,Sports,68,8630,5,6,29,"MJXYydHRIOA,MVCROd29BCk,DCCkZM8A7fs,1SoXQ0ZviqI,KXdRoM07Rs4,0PsB8HuRLiA,kjO6lIzHNN4,YCJi8lVPTSc,hxZ-5wELSJM,sJHZKqsAiEE,sDqj2VF-66Y,c5zMdOvIGRQ,T1p0GVhg2cs",13,8670
137,16D4DCduxVA,kOrOne79,842,Sports,346,10713,4.74,42,13,"t7DVN-A3L9o,BfFgzgfotts,PomzUQhXhW0,YkWm00nVorU,vysHGJTU1fo,6_TIEq06CMQ,rc11-pt_X6g,6UqPSz524R4,ROnF4HdAJaI,7jJ-zr4VqUI,u9Qfs5rKKYo,l-bInByHCc8,1GUqqGp28OI",13,10772.74
